"","Role","Age","Gender","Race_Eth","School","SQI1","SQI2","SQI3","SQI4","SQI5","SQI6","SQI7","SQI8","SQI9","SQI10","SQI11","SQI12","SQI13","SQI14","SQI15","SQI16","SQI17","SQI18","SQI19","SQI20","SQI21","SQI22","SQI23","SQI24","SQI25","SQI26","SQI27","SQI28","SQI29","SQI30","SQI31","SQI32","SQI33","SQI34","SQI35","SQI36","SQI37","SQI38","SQI39","SQI40","SQI41","SQI42","SQI43","SQI44","SQI45","SQI46","SQI47","SQI48","SQI49","SQI50","SQI51","SQI52","SQI53","SQI54","LEA","State","County","IU","Q166","Q161","Q162","Q163","Q164","ProfessionalRole","Q67","Q68","Q653_1","Q653_2","Q653_3","Q654_1","Q654_2","Q654_3","Q668_1","Q668_2","Q668_3","Q669_1","Q669_2","Q669_3","Q677_1","Q677_2","Q677_3","Q678_1","Q678_2","Q678_3","Q688_1","Q688_2","Q688_3","Q689_1","Q689_2","Q689_3","Q699_1","Q699_2","Q699_3","Q700_1","Q700_2","Q700_3","Q714_1","Q714_2","Q714_3","Q715_1","Q715_2","Q715_3","Q728_1","Q728_2","Q728_3","Q729_1","Q729_2","Q729_3","Q748_1","Q748_2","Q748_3","Q749_1","Q749_2","Q749_3","Q759_1","Q759_2","Q759_3","Q760_1","Q760_2","Q760_3"
"534","I'm a Young Person",19,"Male","White","Graduated or No Longer in High School",4,1,4,4,4,4,3,1,3,3,4,3,3,3,4,4,1,1,4,3,3,3,3,3,3,1,3,1,1,2,3,3,3,3,3,1,3,3,2,3,3,2,3,3,2,2,3,3,2,1,1,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","I'm a Young Person",24,"Male","I prefer to not to answer","Graduated or No Longer in High School",3,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,1,1,4,4,4,3,3,3,4,3,3,1,3,1,3,3,3,3,1,1,3,3,2,3,3,2,3,4,2,2,4,4,2,3,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","I'm a Young Person",25,"Male","White","Graduated or No Longer in High School",4,3,3,3,4,4,3,4,3,3,3,3,4,4,4,4,2,1,4,4,4,3,3,3,3,3,3,1,2,1,3,3,2,3,2,2,2,4,1,3,3,2,3,4,1,1,3,4,2,1,1,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","I'm a Young Person",17,"Female","I prefer to not to answer","South Western High School",3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,2,2,4,3,3,3,4,4,4,1,3,1,3,3,3,2,2,2,2,2,2,3,1,3,3,2,3,4,2,2,4,4,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","I'm a Young Person",20,"I prefer not to answer","Black or African American","South Western High School",4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,2,1,4,3,4,4,4,3,3,3,2,2,3,2,1,2,2,1,2,2,2,3,2,2,3,1,3,2,4,3,2,2,3,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","I'm a Young Person",17,"Male","American Indian or Alaska Native","South Western High School",4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,1,1,4,4,1,4,4,4,4,4,3,4,1,3,3,1,1,3,3,3,4,3,4,2,3,4,3,4,3,1,3,2,1,1,1,3,3,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","I'm a Young Person",18,"Male","White","South Western High School",4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,4,1,1,4,4,4,4,3,3,4,4,3,1,3,2,2,2,2,2,3,2,2,3,1,3,3,2,3,4,2,2,4,4,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","I'm a Young Person",20,"Male","White","Graduated or No Longer in High School",4,4,3,3,4,4,3,4,4,1,4,3,4,4,4,4,1,1,3,3,3,3,3,3,3,1,3,1,3,1,3,3,2,2,2,2,2,4,3,4,4,3,3,2,3,2,2,3,2,2,1,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,4,4,3,3,4,3,4,2,2,4,3,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","16","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,3,3,2,3,3,2,2,3,3,3,4,2,2,4,4,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","17","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","I'm a Parent / Legal Guardian",NA,NA,NA,NA,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","15","Female","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,4,3,3,3,1,1,1,1,1,2,2,2,3,2,3,3,3,3,4,3,2,4,3,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","16","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,4,4,4,4,4,4,3,4,4,4,1,1,4,4,1,1,3,3,4,4,4,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,4,1,3,3,2,3,1,1,1,1,1,1,2,2,4,1,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","23","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","I'm a Parent / Legal Guardian",NA,NA,NA,NA,2,2,2,2,3,3,3,4,3,3,1,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","14","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,4,3,3,4,3,3,4,2,4,4,3,4,4,4,4,3,3,3,3,3,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,1,3,2,3,4,1,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","24","Female","White","Graduated or No Longer in High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,3,2,2,3,3,3,1,1,2,3,2,2,2,3,3,3,3,3,3,2,2,2,3,1,3,3,3,1,3,2,1,4,4,1,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","16","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,3,3,4,4,3,4,4,3,3,4,3,3,3,4,4,3,1,4,3,3,1,3,3,3,3,3,1,4,4,3,2,3,3,3,2,3,4,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","17","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,4,4,2,3,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,1,1,3,1,4,4,1,1,4,3,1,1,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","18","Male","White","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,4,4,3,3,3,2,3,2,4,4,4,3,4,4,4,1,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,1,1,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","16","Male","Hispanic, Latino or Spanish origin","South Western High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,2,1,2,4,4,3,3,3,3,2,3,4,3,4,1,3,3,3,2,2,2,3,2,3,4,4,2,3,4,4,2,3,2,2,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","18","Male","White","Other, please name the school",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","I'm a Parent / Legal Guardian",NA,NA,NA,NA,3,2,3,4,4,3,4,4,3,3,3,4,3,3,3,3,2,2,3,3,4,3,3,3,4,4,4,2,3,2,2,2,2,2,2,3,2,3,3,2,4,4,3,4,2,3,3,3,3,3,2,2,4,4,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","23","Male","White","Graduated or No Longer in High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,3,1,3,3,3,3,1,1,1,3,3,3,4,4,4,4,1,1,4,4,1,3,3,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","21","Female","White","Graduated or No Longer in High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","I'm a Parent / Legal Guardian",NA,NA,NA,NA,4,3,4,4,3,3,3,3,3,1,4,4,3,3,4,4,1,1,3,3,3,3,3,3,3,2,1,2,3,3,4,3,2,4,2,2,2,3,2,3,3,3,3,4,3,2,3,4,2,2,1,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)","I want to share about one young person","22","Male","White","Graduated or No Longer in High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,3,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,1,3,3,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"558","I'm a Transition Stakeholder",NA,NA,NA,NA,4,3,3,4,4,4,3,4,4,3,3,4,4,3,4,4,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",5,4,5,5,4,5,5,4,5,5,4,5,4,4,4,5,4,5,4,4,5,4,4,5,5,4,5,4,4,5,5,5,5,4,4,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5
"559","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"560","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"561","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4
"562","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"563","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,3,3,4,3,3,4,4,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","Under 14,14 to 21","Emory H Markle Middle School",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4
"564","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,4,3,3,3,1,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,3,2,3,3,4,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"565","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,4,4,4,2,3,3,3,4,3,4,3,4,4,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,2,1,2,2,2,2,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Special Education Teacher","14 to 21","South Western High School",3,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
"566","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,1,3,3,3,3,4,4,3,3,4,3,4,4,4,3,3,3,3,3,1,4,1,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","South Western High School",5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
"567","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"School Administrator","14 to 21","South Western High School",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"568","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,1,3,3,3,3,4,3,3,3,3,1,1,4,4,3,4,4,3,3,3,3,3,3,4,3,1,3,4,3,3,3,3,1,3,3,3,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","South Western High School",5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"569","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,3,4,4,3,3,3,3,4,3,4,4,3,3,2,1,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,4,1,3,4,3,3,4,4,3,4,4,3,3,4,3,4,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"School Administrator","14 to 21","South Western High School",4,3,4,3,3,4,4,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,3,4,3,3,3,4,3,4,3,3,3,4,4,4,3,4,4,4,3,4,4,3,3
"570","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,1,2,3,3,3,3,3,3,3,3,4,2,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Agency Staff (If possible, please list your role and the agency)","14 to 21,Over 21","South Western High School",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"571","I'm a Transition Stakeholder",NA,NA,NA,NA,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,3,4,2,2,3,3,4,3,3,4,3,3,3,3,3,2,4,3,3,4,3,3,4,3,3,2,4,2,2,3,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"School Counselor","14 to 21","South Western High School",4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"572","I'm a Transition Stakeholder",NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,3,3,4,1,3,4,3,3,3,4,3,3,2,3,3,3,4,3,3,3,3,3,3,2,3,1,3,1,1,1,"South Western","Pennsylvania","York","Lincoln (IU 12)",NA,NA,NA,NA,NA,"Agency Staff (If possible, please list your role and the agency)","14 to 21","South Western High School",4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,3,4,3,3,5,4,4,5,2,3,5,3,3,5,3,4,5,4,4,5,1,5,5,4,4,5,3,3,4,3,3,5,3,3,3
